psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
301	12	0	0	6	34	6	92	+	OsN22RS2_02T0363900.1	666	0	347	LOC_Os02g37400.1	405	0	405	8	57,39,17,26,8,19,84,63,	0,57,104,128,164,173,194,284,	0,79,132,150,177,204,258,342,
301	12	0	0	6	34	6	92	+	OsN22RS2_02T0363900.1	666	0	347	LOC_Os02g37400	405	0	405	8	57,39,17,26,8,19,84,63,	0,57,104,128,164,173,194,284,	0,79,132,150,177,204,258,342,
269	14	0	0	7	121	6	62	+	OsN22RS2_02T0363900.1	666	0	404	LOC_Os02g37390.1	345	0	345	9	57,22,11,12,18,48,87,7,21,	0,57,113,130,143,209,267,358,383,	0,99,122,133,152,170,222,310,324,
269	14	0	0	7	121	6	62	+	OsN22RS2_02T0363900.1	666	0	404	LOC_Os02g37390	345	0	345	9	57,22,11,12,18,48,87,7,21,	0,57,113,130,143,209,267,358,383,	0,99,122,133,152,170,222,310,324,
46	1	0	0	1	1	1	10	+	OsN22RS2_02T0363900.1	666	118	166	LOC_Os02g35630.1	2437	635	692	2	36,11,	118,155,	635,681,
46	1	0	0	1	1	1	10	+	OsN22RS2_02T0363900.1	666	118	166	LOC_Os02g35630	2437	635	692	2	36,11,	118,155,	635,681,
37	1	0	0	0	0	1	15	+	OsN22RS2_02T0363900.1	666	122	160	LOC_Os02g22120.1	675	519	572	2	16,22,	122,138,	519,550,
37	1	0	0	0	0	1	15	+	OsN22RS2_02T0363900.1	666	122	160	LOC_Os02g22120	675	519	572	2	16,22,	122,138,	519,550,
34	1	0	0	0	0	0	0	-	OsN22RS2_02T0363900.1	666	140	175	LOC_Os12g39180.1	2000	141	176	1	35,	491,	141,
34	1	0	0	0	0	0	0	-	OsN22RS2_02T0363900.1	666	140	175	LOC_Os12g39180	2000	141	176	1	35,	491,	141,
41	0	0	0	1	7	2	11	-	OsN22RS2_02T0363900.1	666	133	181	LOC_Os07g46620.1	1618	46	98	3	19,10,12,	485,504,521,	46,75,86,
41	0	0	0	1	7	2	11	-	OsN22RS2_02T0363900.1	666	133	181	LOC_Os07g46620	1618	46	98	3	19,10,12,	485,504,521,	46,75,86,
41	0	0	0	2	9	1	16	-	OsN22RS2_02T0363900.1	666	104	154	LOC_Os01g72980.1	2714	164	221	3	13,12,16,	512,526,546,	164,177,205,
41	0	0	0	2	9	1	16	-	OsN22RS2_02T0363900.1	666	104	154	LOC_Os01g72980	2714	164	221	3	13,12,16,	512,526,546,	164,177,205,
52	0	0	0	2	32	3	81	-	OsN22RS2_02T0363900.1	666	102	186	LOC_Os01g36540.1	1710	32	165	4	15,7,8,22,	480,495,512,542,	32,53,62,143,
52	0	0	0	2	32	3	81	-	OsN22RS2_02T0363900.1	666	102	186	LOC_Os01g36540	1710	32	165	4	15,7,8,22,	480,495,512,542,	32,53,62,143,
266	8	0	0	1	14	1	11	+	OsN22RS2_02T0505400.1	288	0	288	LOC_Os02g37380.1	690	63	348	3	79,45,150,	0,93,138,	63,142,198,
266	8	0	0	1	14	1	11	+	OsN22RS2_02T0505400.1	288	0	288	LOC_Os02g37380	690	63	348	3	79,45,150,	0,93,138,	63,142,198,
44	0	0	0	1	13	1	1	+	OsN22RS2_02T0505500.1	288	97	154	LOC_Os08g43600.1	834	405	450	2	34,10,	97,144,	405,440,
44	0	0	0	1	13	1	1	+	OsN22RS2_02T0505500.1	288	97	154	LOC_Os08g43600	834	405	450	2	34,10,	97,144,	405,440,
32	0	0	0	0	0	0	0	+	OsN22RS2_02T0505500.1	288	99	131	LOC_Os07g49070.1	2130	30	62	1	32,	99,	30,
32	0	0	0	0	0	0	0	+	OsN22RS2_02T0505500.1	288	99	131	LOC_Os07g49070	2130	30	62	1	32,	99,	30,
275	6	0	0	2	7	2	21	+	OsN22RS2_02T0505500.1	288	0	288	LOC_Os02g37390.1	345	0	302	4	79,46,27,129,	0,79,129,159,	0,99,146,173,
275	6	0	0	2	7	2	21	+	OsN22RS2_02T0505500.1	288	0	288	LOC_Os02g37390	345	0	302	4	79,46,27,129,	0,79,129,159,	0,99,146,173,
48	1	0	0	1	13	1	1	-	OsN22RS2_02T0505500.1	288	96	158	LOC_Os08g37904.4	3978	335	385	2	14,35,	130,157,	335,350,
34	1	0	0	0	0	1	1	-	OsN22RS2_02T0505500.1	288	96	131	LOC_Os03g20850.1	1936	159	195	2	29,6,	157,186,	159,189,
34	1	0	0	0	0	1	1	-	OsN22RS2_02T0505500.1	288	96	131	LOC_Os03g20850	1936	159	195	2	29,6,	157,186,	159,189,
42	0	0	0	1	7	1	1	-	OsN22RS2_02T0505500.1	288	96	145	LOC_Os02g47410.3	3741	125	168	2	16,26,	143,166,	125,142,
42	0	0	0	1	7	1	1	-	OsN22RS2_02T0505500.1	288	96	145	LOC_Os02g47410.2	3744	125	168	2	16,26,	143,166,	125,142,
42	0	0	0	1	7	1	1	-	OsN22RS2_02T0505500.1	288	96	145	LOC_Os02g47410.1	3747	125	168	2	16,26,	143,166,	125,142,
42	0	0	0	1	7	1	1	-	OsN22RS2_02T0505500.1	288	96	145	LOC_Os02g47410	3747	125	168	2	16,26,	143,166,	125,142,
56	1	0	0	1	8	3	80	-	OsN22RS2_02T0505500.1	288	91	156	LOC_Os01g73900.1	1877	275	412	4	18,6,16,17,	132,158,164,180,	275,360,368,395,
56	1	0	0	1	8	3	80	-	OsN22RS2_02T0505500.1	288	91	156	LOC_Os01g73900	1877	275	412	4	18,6,16,17,	132,158,164,180,	275,360,368,395,
62	2	0	0	1	28	1	25	+	OsN22RS2_02T0151000.1	429	116	208	LOC_Os08g40510.1	1267	298	387	2	32,32,	116,176,	298,355,
62	2	0	0	1	28	1	25	+	OsN22RS2_02T0151000.1	429	116	208	LOC_Os08g40510	1267	298	387	2	32,32,	116,176,	298,355,
41	0	0	0	1	10	1	214	+	OsN22RS2_02T0151000.1	429	163	214	LOC_Os05g05820.1	1454	553	808	2	18,23,	163,191,	553,785,
41	0	0	0	1	10	1	214	+	OsN22RS2_02T0151000.1	429	163	214	LOC_Os05g05820	1454	553	808	2	18,23,	163,191,	553,785,
46	2	0	0	1	4	1	7	+	OsN22RS2_02T0151000.1	429	186	238	LOC_Os04g32090.1	2750	237	292	2	19,29,	186,209,	237,263,
46	2	0	0	1	4	1	7	+	OsN22RS2_02T0151000.1	429	186	238	LOC_Os04g32090	2750	237	292	2	19,29,	186,209,	237,263,
299	9	0	0	4	69	3	97	+	OsN22RS2_02T0151000.1	429	0	377	LOC_Os02g37400.1	405	0	405	5	79,30,38,17,144,	0,96,173,212,233,	0,79,117,219,261,
34	0	0	0	0	0	1	33	+	OsN22RS2_02T0151000.1	429	126	160	LOC_Os02g37400.1	405	118	185	2	18,16,	126,144,	118,169,
299	9	0	0	4	69	3	97	+	OsN22RS2_02T0151000.1	429	0	377	LOC_Os02g37400	405	0	405	5	79,30,38,17,144,	0,96,173,212,233,	0,79,117,219,261,
34	0	0	0	0	0	1	33	+	OsN22RS2_02T0151000.1	429	126	160	LOC_Os02g37400	405	118	185	2	18,16,	126,144,	118,169,
77	2	0	0	0	0	4	95	-	OsN22RS2_02T0151000.1	429	111	190	LOC_Os06g16919.4	1078	128	302	5	21,6,22,14,16,	239,260,266,288,302,	128,173,214,270,286,
111	3	0	0	1	19	6	139	-	OsN22RS2_02T0151000.1	429	111	244	LOC_Os06g16919.3	2071	49	302	7	14,21,21,6,22,14,16,	185,218,239,260,266,288,302,	49,93,128,173,214,270,286,
111	3	0	0	1	19	6	139	-	OsN22RS2_02T0151000.1	429	111	244	LOC_Os06g16919.2	1976	49	302	7	14,21,21,6,22,14,16,	185,218,239,260,266,288,302,	49,93,128,173,214,270,286,
77	2	0	0	0	0	4	95	-	OsN22RS2_02T0151000.1	429	111	190	LOC_Os06g16919.1	1072	128	302	5	21,6,22,14,16,	239,260,266,288,302,	128,173,214,270,286,
77	2	0	0	0	0	4	95	-	OsN22RS2_02T0151000.1	429	111	190	LOC_Os06g16919	1072	128	302	5	21,6,22,14,16,	239,260,266,288,302,	128,173,214,270,286,
398	7	0	0	2	39	0	0	+	OsN22RS2_02T0151100.1	444	0	444	LOC_Os02g37410.1	405	0	405	3	258,17,130,	0,292,314,	0,258,275,
398	7	0	0	2	39	0	0	+	OsN22RS2_02T0151100.1	444	0	444	LOC_Os02g37410	405	0	405	3	258,17,130,	0,292,314,	0,258,275,
633	0	0	0	0	0	0	0	+	OsN22RS2_02T0038200.1	633	0	633	LOC_Os02g37420.1	1283	218	851	1	633,	0,	218,
633	0	0	0	0	0	0	0	+	OsN22RS2_02T0038200.1	633	0	633	LOC_Os02g37420	1283	218	851	1	633,	0,	218,
81	8	0	0	0	0	0	0	+	OsN22RS2_02T0364300.3	282	0	89	LOC_Os04g39444.1	841	129	218	1	89,	0,	129,
81	8	0	0	0	0	0	0	+	OsN22RS2_02T0364300.3	282	0	89	LOC_Os04g39444	841	129	218	1	89,	0,	129,
93	0	0	0	0	0	0	0	+	OsN22RS2_02T0364300.3	282	0	93	LOC_Os02g37430.1	751	112	205	1	93,	0,	112,
93	0	0	0	0	0	0	0	+	OsN22RS2_02T0364300.3	282	0	93	LOC_Os02g37430	751	112	205	1	93,	0,	112,
203	22	0	0	0	0	1	5	+	OsN22RS2_02T0364300.1	366	33	258	LOC_Os04g39444.1	841	219	449	2	193,32,	33,226,	219,417,
203	22	0	0	0	0	1	5	+	OsN22RS2_02T0364300.1	366	33	258	LOC_Os04g39444	841	219	449	2	193,32,	33,226,	219,417,
331	2	0	0	0	0	1	5	+	OsN22RS2_02T0364300.1	366	33	366	LOC_Os02g37430.1	751	202	540	2	193,140,	33,226,	202,400,
331	2	0	0	0	0	1	5	+	OsN22RS2_02T0364300.1	366	33	366	LOC_Os02g37430	751	202	540	2	193,140,	33,226,	202,400,
284	31	0	0	0	0	1	5	+	OsN22RS2_02T0364300.2	423	0	315	LOC_Os04g39444.1	841	129	449	2	283,32,	0,283,	129,417,
284	31	0	0	0	0	1	5	+	OsN22RS2_02T0364300.2	423	0	315	LOC_Os04g39444	841	129	449	2	283,32,	0,283,	129,417,
421	2	0	0	0	0	1	5	+	OsN22RS2_02T0364300.2	423	0	423	LOC_Os02g37430.1	751	112	540	2	283,140,	0,283,	112,400,
421	2	0	0	0	0	1	5	+	OsN22RS2_02T0364300.2	423	0	423	LOC_Os02g37430	751	112	540	2	283,140,	0,283,	112,400,
1856	7	0	0	0	0	2	18	+	OsN22RS2_02T0151200.1	2037	6	1869	LOC_Os02g37440.1	1893	0	1881	3	21,1262,580,	6,27,1289,	0,27,1301,
1856	7	0	0	0	0	2	18	+	OsN22RS2_02T0151200.1	2037	6	1869	LOC_Os02g37440	1893	0	1881	3	21,1262,580,	6,27,1289,	0,27,1301,
51	0	0	0	1	20	3	233	+	OsN22RS2_02T0151900.1	639	215	286	LOC_Os08g23829.1	528	110	394	4	11,14,11,15,	215,246,260,271,	110,122,155,379,
51	0	0	0	1	20	3	233	+	OsN22RS2_02T0151900.1	639	215	286	LOC_Os08g23829	528	110	394	4	11,14,11,15,	215,246,260,271,	110,122,155,379,
194	17	0	0	1	9	2	18	+	OsN22RS2_02T0151900.1	639	315	535	LOC_Os02g56750.1	1525	620	849	3	95,28,88,	315,419,447,	620,730,761,
194	17	0	0	1	9	2	18	+	OsN22RS2_02T0151900.1	639	315	535	LOC_Os02g56750	1525	620	849	3	95,28,88,	315,419,447,	620,730,761,
337	4	0	0	1	6	1	9	+	OsN22RS2_02T0151900.1	639	292	639	LOC_Os02g37450.1	528	29	379	2	147,194,	292,445,	29,185,
337	4	0	0	1	6	1	9	+	OsN22RS2_02T0151900.1	639	292	639	LOC_Os02g37450	528	29	379	2	147,194,	292,445,	29,185,
55	0	0	0	2	156	4	49	+	OsN22RS2_02T0151900.1	639	245	456	LOC_Os01g29550.1	279	101	205	5	12,6,20,10,7,	245,257,263,438,449,	101,140,148,186,198,
55	0	0	0	2	156	4	49	+	OsN22RS2_02T0151900.1	639	245	456	LOC_Os01g29550	279	101	205	5	12,6,20,10,7,	245,257,263,438,449,	101,140,148,186,198,
959	1	0	0	0	0	0	0	+	OsN22RS2_02T0364000.1	960	0	960	LOC_Os02g37470.1	1470	129	1089	1	960,	0,	129,
959	1	0	0	0	0	0	0	+	OsN22RS2_02T0364000.1	960	0	960	LOC_Os02g37470	1470	129	1089	1	960,	0,	129,
959	1	0	0	0	0	0	0	+	OsN22RS2_02T0364000.2	960	0	960	LOC_Os02g37470.1	1470	129	1089	1	960,	0,	129,
959	1	0	0	0	0	0	0	+	OsN22RS2_02T0364000.2	960	0	960	LOC_Os02g37470	1470	129	1089	1	960,	0,	129,
650	1	0	0	0	0	0	0	+	OsN22RS2_02T0364000.3	651	0	651	LOC_Os02g37470.1	1470	438	1089	1	651,	0,	438,
650	1	0	0	0	0	0	0	+	OsN22RS2_02T0364000.3	651	0	651	LOC_Os02g37470	1470	438	1089	1	651,	0,	438,
313	2	0	0	0	0	0	0	+	OsN22RS2_02T0151300.1	315	0	315	LOC_Os02g37480.1	728	108	423	1	315,	0,	108,
313	2	0	0	0	0	0	0	+	OsN22RS2_02T0151300.1	315	0	315	LOC_Os02g37480	728	108	423	1	315,	0,	108,
353	1	0	0	0	0	1	9	+	OsN22RS2_02T0151400.1	354	0	354	LOC_Os02g37490.1	788	110	473	2	31,323,	0,31,	110,150,
353	1	0	0	0	0	1	9	+	OsN22RS2_02T0151400.1	354	0	354	LOC_Os02g37490	788	110	473	2	31,323,	0,31,	110,150,
197	17	0	0	1	297	1	306	+	OsN22RS2_02T0364400.1	1569	643	1154	LOC_Os12g43680.1	774	0	520	2	76,138,	643,1016,	0,382,
197	17	0	0	1	297	1	306	+	OsN22RS2_02T0364400.1	1569	643	1154	LOC_Os12g43680	774	0	520	2	76,138,	643,1016,	0,382,
42	1	0	0	0	0	0	0	+	OsN22RS2_02T0364400.1	1569	370	413	LOC_Os12g09230.1	702	209	252	1	43,	370,	209,
42	1	0	0	0	0	0	0	+	OsN22RS2_02T0364400.1	1569	370	413	LOC_Os12g09230	702	209	252	1	43,	370,	209,
126	7	0	0	3	27	1	11	+	OsN22RS2_02T0364400.1	1569	346	506	LOC_Os12g07620.1	690	184	328	4	5,9,66,53,	346,352,370,453,	184,189,209,275,
126	7	0	0	3	27	1	11	+	OsN22RS2_02T0364400.1	1569	346	506	LOC_Os12g07620	690	184	328	4	5,9,66,53,	346,352,370,453,	184,189,209,275,
400	31	0	0	4	199	5	142	+	OsN22RS2_02T0364400.1	1569	536	1166	LOC_Os10g38550.1	573	0	573	6	18,213,9,13,98,80,	536,554,775,801,983,1086,	0,25,247,257,389,493,
400	31	0	0	4	199	5	142	+	OsN22RS2_02T0364400.1	1569	536	1166	LOC_Os10g38550	573	0	573	6	18,213,9,13,98,80,	536,554,775,801,983,1086,	0,25,247,257,389,493,
87	5	0	0	0	0	0	0	+	OsN22RS2_02T0364400.1	1569	1146	1238	LOC_Os10g38460.1	903	509	601	1	92,	1146,	509,
87	5	0	0	0	0	0	0	+	OsN22RS2_02T0364400.1	1569	1146	1238	LOC_Os10g38460	903	509	601	1	92,	1146,	509,
59	5	0	0	0	0	0	0	+	OsN22RS2_02T0364400.1	1569	123	187	LOC_Os10g29040.1	816	221	285	1	64,	123,	221,
59	5	0	0	0	0	0	0	+	OsN22RS2_02T0364400.1	1569	123	187	LOC_Os10g29040	816	221	285	1	64,	123,	221,
223	17	0	0	2	394	5	360	+	OsN22RS2_02T0364400.1	1569	554	1188	LOC_Os08g37240.1	645	28	628	6	197,12,6,5,7,13,	554,1141,1153,1159,1168,1175,	28,237,318,591,598,615,
223	17	0	0	2	394	5	360	+	OsN22RS2_02T0364400.1	1569	554	1188	LOC_Os08g37240	645	28	628	6	197,12,6,5,7,13,	554,1141,1153,1159,1168,1175,	28,237,318,591,598,615,
352	18	0	0	8	403	10	376	+	OsN22RS2_02T0364400.1	1569	41	814	LOC_Os08g35610.1	885	73	819	13	14,8,13,8,34,4,16,5,34,45,167,9,13,	41,72,100,114,122,163,167,183,520,554,600,775,801,	73,95,120,145,154,188,199,218,534,575,620,796,806,
352	18	0	0	8	403	10	376	+	OsN22RS2_02T0364400.1	1569	41	814	LOC_Os08g35610	885	73	819	13	14,8,13,8,34,4,16,5,34,45,167,9,13,	41,72,100,114,122,163,167,183,520,554,600,775,801,	73,95,120,145,154,188,199,218,534,575,620,796,806,
387	35	0	0	1	333	4	324	+	OsN22RS2_02T0364400.1	1569	108	863	LOC_Os08g13200.1	774	28	774	5	14,65,34,305,4,	108,122,520,554,859,	28,43,423,464,770,
387	35	0	0	1	333	4	324	+	OsN22RS2_02T0364400.1	1569	108	863	LOC_Os08g13200	774	28	774	5	14,65,34,305,4,	108,122,520,554,859,	28,43,423,464,770,
409	29	0	0	5	210	6	145	+	OsN22RS2_02T0364400.1	1569	520	1168	LOC_Os08g02980.1	819	231	814	7	34,213,9,13,66,21,82,	520,554,775,801,983,1060,1086,	231,272,494,504,636,705,732,
409	29	0	0	5	210	6	145	+	OsN22RS2_02T0364400.1	1569	520	1168	LOC_Os08g02980	819	231	814	7	34,213,9,13,66,21,82,	520,554,775,801,983,1060,1086,	231,272,494,504,636,705,732,
116	3	0	0	4	905	4	534	+	OsN22RS2_02T0364400.1	1569	368	1392	LOC_Os07g19290.1	1212	0	653	6	42,4,5,8,42,18,	368,1282,1286,1292,1310,1374,	0,546,551,556,573,635,
116	3	0	0	4	905	4	534	+	OsN22RS2_02T0364400.1	1569	368	1392	LOC_Os07g19290	1212	0	653	6	42,4,5,8,42,18,	368,1282,1286,1292,1310,1374,	0,546,551,556,573,635,
58	1	0	0	2	68	2	67	+	OsN22RS2_02T0364400.1	1569	1225	1352	LOC_Os07g03740.1	1098	0	126	3	16,13,30,	1225,1257,1322,	0,42,96,
58	1	0	0	2	68	2	67	+	OsN22RS2_02T0364400.1	1569	1225	1352	LOC_Os07g03740	1098	0	126	3	16,13,30,	1225,1257,1322,	0,42,96,
43	2	0	0	0	0	0	0	+	OsN22RS2_02T0364400.1	1569	368	413	LOC_Os07g03080.1	516	0	45	1	45,	368,	0,
43	2	0	0	0	0	0	0	+	OsN22RS2_02T0364400.1	1569	368	413	LOC_Os07g03080	516	0	45	1	45,	368,	0,
420	31	0	0	5	205	7	149	+	OsN22RS2_02T0364400.1	1569	510	1166	LOC_Os04g34760.1	720	120	720	9	4,5,34,58,4,161,10,95,80,	510,514,520,554,619,623,801,986,1086,	120,125,130,171,237,242,404,539,640,
420	31	0	0	5	205	7	149	+	OsN22RS2_02T0364400.1	1569	510	1166	LOC_Os04g34760	720	120	720	9	4,5,34,58,4,161,10,95,80,	510,514,520,554,619,623,801,986,1086,	120,125,130,171,237,242,404,539,640,
69	1	0	0	2	206	1	36	+	OsN22RS2_02T0364400.1	1569	1122	1398	LOC_Os03g21320.1	1368	976	1082	3	15,32,23,	1122,1320,1375,	976,991,1059,
69	1	0	0	2	206	1	36	+	OsN22RS2_02T0364400.1	1569	1122	1398	LOC_Os03g21320	1368	976	1082	3	15,32,23,	1122,1320,1375,	976,991,1059,
427	36	0	0	5	185	5	126	+	OsN22RS2_02T0364400.1	1569	520	1168	LOC_Os03g19140.1	666	72	661	7	34,213,9,4,11,7,185,	520,554,868,940,945,969,983,	72,113,399,411,415,428,476,
427	36	0	0	5	185	5	126	+	OsN22RS2_02T0364400.1	1569	520	1168	LOC_Os03g19140	666	72	661	7	34,213,9,4,11,7,185,	520,554,868,940,945,969,983,	72,113,399,411,415,428,476,
64	6	0	0	0	0	1	1	+	OsN22RS2_02T0364400.1	1569	114	184	LOC_Os03g09960.1	624	34	105	2	8,62,	114,122,	34,43,
64	6	0	0	0	0	1	1	+	OsN22RS2_02T0364400.1	1569	114	184	LOC_Os03g09960	624	34	105	2	8,62,	114,122,	34,43,
246	15	0	0	4	33	4	25	+	OsN22RS2_02T0364400.1	1569	520	814	LOC_Os02g54750.1	507	93	379	6	34,46,11,148,9,13,	520,554,601,619,775,801,	93,134,180,199,356,366,
246	15	0	0	4	33	4	25	+	OsN22RS2_02T0364400.1	1569	520	814	LOC_Os02g54750	507	93	379	6	34,46,11,148,9,13,	520,554,601,619,775,801,	93,134,180,199,356,366,
384	31	0	0	5	185	4	119	+	OsN22RS2_02T0364400.1	1569	554	1154	LOC_Os02g51190.1	972	7	541	6	213,9,4,11,7,171,	554,868,940,945,969,983,	7,293,305,309,322,370,
384	31	0	0	5	185	4	119	+	OsN22RS2_02T0364400.1	1569	554	1154	LOC_Os02g51190	972	7	541	6	213,9,4,11,7,171,	554,868,940,945,969,983,	7,293,305,309,322,370,
196	16	0	0	2	367	3	330	+	OsN22RS2_02T0364400.1	1569	520	1099	LOC_Os02g40140.1	1392	93	635	5	34,76,34,37,31,	520,554,631,665,1068,	93,134,210,245,604,
196	16	0	0	2	367	3	330	+	OsN22RS2_02T0364400.1	1569	520	1099	LOC_Os02g40140	1392	93	635	5	34,76,34,37,31,	520,554,631,665,1068,	93,134,210,245,604,
270	21	0	0	0	0	1	7	+	OsN22RS2_02T0364400.1	1569	520	811	LOC_Os02g39450.1	882	534	832	2	34,257,	520,554,	534,575,
270	21	0	0	0	0	1	7	+	OsN22RS2_02T0364400.1	1569	520	811	LOC_Os02g39450	882	534	832	2	34,257,	520,554,	534,575,
70	1	0	0	2	21	3	32	+	OsN22RS2_02T0364400.1	1569	1319	1411	LOC_Os02g09280.1	543	5	108	4	39,14,10,8,	1319,1374,1388,1403,	5,58,80,100,
70	1	0	0	2	21	3	32	+	OsN22RS2_02T0364400.1	1569	1319	1411	LOC_Os02g09280	543	5	108	4	39,14,10,8,	1319,1374,1388,1403,	5,58,80,100,
188	15	0	0	1	297	1	290	+	OsN22RS2_02T0364400.1	1569	643	1143	LOC_Os01g38040.1	822	0	493	2	76,127,	643,1016,	0,366,
188	15	0	0	1	297	1	290	+	OsN22RS2_02T0364400.1	1569	643	1143	LOC_Os01g38040	822	0	493	2	76,127,	643,1016,	0,366,
77	3	0	0	2	36	2	48	+	OsN22RS2_02T0364400.1	1569	1282	1398	LOC_Os01g11330.1	1764	954	1082	3	15,42,23,	1282,1310,1375,	954,981,1059,
77	3	0	0	2	36	2	48	+	OsN22RS2_02T0364400.1	1569	1282	1398	LOC_Os01g11330	1764	954	1082	3	15,42,23,	1282,1310,1375,	954,981,1059,
368	1	0	0	0	0	0	0	+	OsN22RS2_02T0151500.1	369	0	369	LOC_Os02g37500.1	369	0	369	1	369,	0,	0,
368	1	0	0	0	0	0	0	+	OsN22RS2_02T0151500.1	369	0	369	LOC_Os02g37500	369	0	369	1	369,	0,	0,
444	3	0	0	0	0	1	24	+	OsN22RS2_02T0151600.1	447	0	447	LOC_Os02g37520.1	471	0	471	2	349,98,	0,349,	0,373,
444	3	0	0	0	0	1	24	+	OsN22RS2_02T0151600.1	447	0	447	LOC_Os02g37520	471	0	471	2	349,98,	0,349,	0,373,
419	1	0	0	0	0	0	0	+	OsN22RS2_02T0151700.1	420	0	420	LOC_Os02g37540.1	766	66	486	1	420,	0,	66,
419	1	0	0	0	0	0	0	+	OsN22RS2_02T0151700.1	420	0	420	LOC_Os02g37540	766	66	486	1	420,	0,	66,
399	3	0	0	0	0	1	6	+	OsN22RS2_02T0364100.1	402	0	402	LOC_Os02g37550.1	408	0	408	2	8,394,	0,8,	0,14,
399	3	0	0	0	0	1	6	+	OsN22RS2_02T0364100.1	402	0	402	LOC_Os02g37550	408	0	408	2	8,394,	0,8,	0,14,
613	2	0	0	0	0	0	0	+	OsN22RS2_02T0151800.1	615	0	615	LOC_Os02g37570.1	615	0	615	1	615,	0,	0,
613	2	0	0	0	0	0	0	+	OsN22RS2_02T0151800.1	615	0	615	LOC_Os02g37570	615	0	615	1	615,	0,	0,
2021	1	0	0	0	0	0	0	+	OsN22RS2_02T0152000.1	2022	0	2022	LOC_Os02g37580.1	2382	227	2249	1	2022,	0,	227,
2021	1	0	0	0	0	0	0	+	OsN22RS2_02T0152000.1	2022	0	2022	LOC_Os02g37580	2382	227	2249	1	2022,	0,	227,
1775	1	0	0	0	0	1	246	+	OsN22RS2_02T0152000.2	1776	0	1776	LOC_Os02g37580.1	2382	227	2249	2	1389,387,	0,1389,	227,1862,
1775	1	0	0	0	0	1	246	+	OsN22RS2_02T0152000.2	1776	0	1776	LOC_Os02g37580	2382	227	2249	2	1389,387,	0,1389,	227,1862,
185	5	0	0	0	0	3	29	+	OsN22RS2_02T0364200.1	858	204	394	LOC_Os12g37820.1	279	55	274	4	18,10,22,140,	204,222,232,254,	55,74,111,134,
185	5	0	0	0	0	3	29	+	OsN22RS2_02T0364200.1	858	204	394	LOC_Os12g37820	279	55	274	4	18,10,22,140,	204,222,232,254,	55,74,111,134,
157	3	0	0	1	4	1	5	+	OsN22RS2_02T0364200.1	858	230	394	LOC_Os12g09600.1	459	289	454	2	20,140,	230,254,	289,314,
157	3	0	0	1	4	1	5	+	OsN22RS2_02T0364200.1	858	230	394	LOC_Os12g09600	459	289	454	2	20,140,	230,254,	289,314,
343	22	0	0	1	19	1	52	+	OsN22RS2_02T0364200.1	858	414	798	LOC_Os12g08710.1	468	51	468	3	34,273,58,	414,467,740,	51,85,410,
343	22	0	0	1	19	1	52	+	OsN22RS2_02T0364200.1	858	414	798	LOC_Os12g08710	468	51	468	3	34,273,58,	414,467,740,	51,85,410,
397	20	0	0	3	5	4	92	+	OsN22RS2_02T0364200.1	858	435	857	LOC_Os11g39380.1	513	1	510	6	16,20,267,91,19,4,	435,453,473,740,832,853,	1,37,91,393,487,506,
397	20	0	0	3	5	4	92	+	OsN22RS2_02T0364200.1	858	435	857	LOC_Os11g39380	513	1	510	6	16,20,267,91,19,4,	435,453,473,740,832,853,	1,37,91,393,487,506,
60	2	0	0	2	20	2	20	+	OsN22RS2_02T0364200.1	858	150	232	LOC_Os11g20780.1	1623	181	263	3	20,34,8,	150,189,224,	181,219,255,
60	2	0	0	2	20	2	20	+	OsN22RS2_02T0364200.1	858	150	232	LOC_Os11g20780	1623	181	263	3	20,34,8,	150,189,224,	181,219,255,
170	1	0	0	2	16	3	45	+	OsN22RS2_02T0364200.1	858	203	390	LOC_Os11g20670.1	282	57	273	4	19,9,16,127,	203,223,232,263,	57,78,114,146,
170	1	0	0	2	16	3	45	+	OsN22RS2_02T0364200.1	858	203	390	LOC_Os11g20670	282	57	273	4	19,9,16,127,	203,223,232,263,	57,78,114,146,
198	10	0	0	2	30	4	56	+	OsN22RS2_02T0364200.1	858	150	388	LOC_Os09g07840.1	714	439	703	5	20,34,6,16,132,	150,189,223,229,256,	439,477,512,545,571,
198	10	0	0	2	30	4	56	+	OsN22RS2_02T0364200.1	858	150	388	LOC_Os09g07840	714	439	703	5	20,34,6,16,132,	150,189,223,229,256,	439,477,512,545,571,
43	0	0	0	0	0	1	18	+	OsN22RS2_02T0364200.1	858	14	57	LOC_Os09g07154.1	1110	821	882	2	12,31,	14,26,	821,851,
43	0	0	0	0	0	1	18	+	OsN22RS2_02T0364200.1	858	14	57	LOC_Os09g07154	1110	821	882	2	12,31,	14,26,	821,851,
206	14	0	0	2	145	2	1263	+	OsN22RS2_02T0364200.1	858	26	391	LOC_Os06g37085.1	3193	690	2173	4	69,50,61,40,	26,100,150,351,	690,759,1906,2133,
206	14	0	0	2	145	2	1263	+	OsN22RS2_02T0364200.1	858	26	391	LOC_Os06g37085	3193	690	2173	4	69,50,61,40,	26,100,150,351,	690,759,1906,2133,
117	3	0	0	1	22	4	54	+	OsN22RS2_02T0364200.1	858	150	292	LOC_Os05g44830.1	330	156	330	5	17,34,9,22,38,	150,189,223,232,254,	156,198,233,269,292,
